filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
1,0.9979446606186249,1.0087074829931972,1.05,1.0,1.05,1.0072859844115618,1.0128667741565882
2,0.9801110091129372,0.9811168060426221,0.9523809523809523,0.9642857142857143,0.9876543209876543,0.9967642045365714,1.0213396215806407
3,1.0080449258952582,1.0049491339015673,1.05,1.037037037037037,1.0125,0.995839144127124,0.9889727025557907
4,0.9842914546528715,0.9439124487004104,0.9523809523809523,0.9642857142857143,0.9876543209876543,1.0412640609226296,0.9742811147997351
5,1.0632166594559702,1.1434782608695653,1.1,1.037037037037037,1.0607142857142857,0.9937243111830063,1.0115430409599973
6,0.8989115145157984,0.8207858048162231,0.8636363636363636,0.9285714285714286,0.93006993006993,0.9315631079042582,1.0157713278417497
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0
