filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
0,359.70562386512756,4424.0,22,48,0.4583333333333333,0.7821786013158407,0.4296655426474747
1,292.59292685985565,4375.0,27,47,0.574468085106383,0.7931288572516977,0.6421851739069365
2,269.76449978351593,4594.0,29,46,0.6304347826086957,0.8241249448379633,0.7932886861625809
3,266.4507910013199,4542.0,28,46,0.6086956521739131,0.8169944522454713,0.8039387573329001
4,260.35028624534607,4330.5,28,45,0.6222222222222222,0.8108517702400715,0.8028451496630477
5,256.4507911205292,4191.0,27,45,0.6,0.8124073888502696,0.8007914702686832
6,257.2792179584503,4142.0,27,44,0.6136363636363636,0.8282493845488149,0.7863403195417038
7,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
8,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
9,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
10,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
11,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
12,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
13,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
14,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
15,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
16,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
17,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
18,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
19,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
20,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
21,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
22,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
23,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
24,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
25,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
26,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
27,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
28,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
29,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
30,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
31,254.45079123973846,4067.0,27,44,0.6136363636363636,0.8151197931956471,0.7893623807400795
