filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
1,1.0042750491384318,1.0078477535805375,1.0,1.0,1.0,0.9953270605143273,0.9992855013504195
2,1.0115237597320155,1.0099279735254039,1.0,1.0,1.0,0.9983631263259688,0.9870478910088012
3,1.0042083602720426,1.0038550501156516,1.0416666666666667,1.032258064516129,1.0091145833333333,0.9987069190003312,0.9954589206947272
4,0.9999999981908863,1.000384024577573,1.0,1.0,1.0,1.000384024577573,1.0003840281971903
5,0.9832371134419992,0.9861804222648752,0.96,0.96875,0.9909677419354839,0.9912639818363493,1.0200931948316854
6,0.9939723829531004,0.9887115609186454,1.0,1.0,1.0,1.0000076587792368,1.0007393490084018
7,0.9507509434708717,0.8901574803149607,0.875,0.967741935483871,0.9041666666666667,0.9801725725531761,0.98476661194441
8,0.9968108524123649,1.0011057054400707,1.0476190476190477,1.0,1.0476190476190477,1.0191404624386524,1.007521729261495
9,1.0005489239069894,0.9980119284294234,1.0,1.0,1.0,0.9957456037681406,0.9969171647108841
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0
