filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
0,325.9898965358734,5569.0,24,63,0.38095238095238093,0.8598199509187363,0.6585349086867925
1,325.161469578743,5559.0,24,63,0.38095238095238093,0.859010092154529,0.6607062007126495
2,325.9898966550827,5556.0,24,63,0.38095238095238093,0.8588651212013859,0.6569976566686793
3,323.9898954629898,5434.0,24,63,0.38095238095238093,0.8572827821752501,0.6505288575085525
4,324.81832242012024,5420.0,24,63,0.38095238095238093,0.8627459300396056,0.6455473646039772
5,322.0904006958008,5433.5,24,63,0.38095238095238093,0.870538975093549,0.6581637701515431
6,321.40410816669464,5344.5,24,62,0.3870967741935484,0.863654074532912,0.6501507954760342
7,320.5756822824478,5317.5,24,62,0.3870967741935484,0.863250885013305,0.6502138441105253
8,319.9898954629898,5372.0,24,62,0.3870967741935484,0.8575422203475612,0.6592852188187052
9,317.5046144723892,5327.0,24,62,0.3870967741935484,0.8613938281014383,0.6640373041662124
10,317.6467512845993,5317.0,24,61,0.39344262295081966,0.8694178941767117,0.6621977311129835
11,315.98989605903625,5219.0,24,61,0.39344262295081966,0.8595320041956865,0.6568266549945971
12,312.23253655433655,5159.5,23,60,0.38333333333333336,0.86759871058203,0.665060518089156
13,309.6467490196228,5104.0,24,59,0.4067796610169492,0.8526563760209339,0.668940484369408
14,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
15,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
16,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
17,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
18,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
19,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
20,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
21,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
22,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
23,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
24,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
25,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
26,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
27,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
28,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
29,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
30,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
31,312.4751762151718,5146.0,24,59,0.4067796610169492,0.8650845681951378,0.6622906175819853
