filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
0,269.3797241449356,4350.5,25,48,0.5208333333333334,0.8459095293924734,0.7533889209073666
1,268.20815110206604,4285.5,24,48,0.5,0.8564913089954095,0.748630331108877
2,269.8650050163269,4295.5,25,48,0.5208333333333334,0.8472290280449669,0.7411915270416678
3,268.793937087059,4296.0,25,48,0.5208333333333334,0.8545663336337286,0.7471971377779089
4,269.0365779399872,4303.5,25,48,0.5208333333333334,0.8453279681408493,0.7471520817076955
5,268.7939385175705,4296.0,25,48,0.5208333333333334,0.8491644970164219,0.7471971298247975
6,268.2081515789032,4249.5,24,48,0.5,0.8579940812305208,0.7423415192475394
7,266.79393768310547,4283.0,25,48,0.5208333333333334,0.855269525483804,0.7561466362423017
8,265.1370840072632,4219.0,24,48,0.5,0.8618923075568248,0.7541859512725723
9,266.20815074443817,4176.5,24,48,0.5,0.8394661213728543,0.7405930850012054
10,263.37972354888916,4185.5,25,48,0.5208333333333334,0.845704125650481,0.7582152852105036
11,268.2081505060196,4242.5,25,48,0.5208333333333334,0.854024410629264,0.7411187011657736
12,263.37972342967987,3972.5,23,47,0.48936170212765956,0.8415225480736664,0.7196297272070912
13,260.2081505060196,3973.5,23,47,0.48936170212765956,0.8598263004065979,0.7374647895908991
14,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
15,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
16,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
17,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
18,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
19,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
20,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
21,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
22,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
23,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
24,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
25,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
26,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
27,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
28,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
29,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
30,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
31,263.96550989151,4010.0,23,47,0.48936170212765956,0.8530338002377048,0.7232024130704328
