filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
1,0.9934343093495336,0.9862646956116866,1,1.0,1.0,0.9915676813909234,0.9993443877872746
2,1.003304544778365,0.9910303316416853,1,1.0,1.0,1.0072765686407796,0.9845128471687631
3,0.9808031461366271,0.9692747409789211,1,0.9761904761904762,1.024390243902439,0.9946124029073584,1.0075884830042985
4,1.0162144592654112,1.0361223737559897,1,1.0,1.0,0.9988111117616072,1.0033219460496094
5,1.0019357528025865,0.9921736036997509,1,1.0,1.0,0.9893757685108551,0.9883435227511104
6,0.9877733745164575,0.9960559340265328,1,1.0,1.0,1.0062720553588178,1.0208668372395768
7,1.0123779700848121,1.0041996640268778,1,1.0,1.0,1.009656936206735,0.9797938283612587
8,0.9999999976270024,0.9961763651571275,1,1.0,1.0,1.0052416782210338,0.9961763698849754
9,1.0023321501050688,1.0075566750629723,1,1.0,1.0,1.0020201432339642,1.0028735173522896
10,0.9798578945547657,0.9663095238095238,1,1.0,1.0,0.9770464605814785,1.0064450492255208
11,1.0171980238855,1.0289515830972034,1,1.0,1.0,1.0308472159009754,0.9944522256873631
12,0.9817252823336221,0.967073754789272,1,0.975609756097561,1.0250000000000001,0.9907114857311158,1.0034128217604135
13,0.9932743958321982,0.9920762659403244,1,1.0,1.0,1.009083290607869,1.0055567339587275
14,0.9870385901600287,0.9780356920004992,1,1.0,1.0,0.9797911337020309,1.0038907182906198
15,1.0,1.0,1,1.0,1.0,1.0,1.0
16,1.0,1.0,1,1.0,1.0,1.0,1.0
17,1.0,1.0,1,1.0,1.0,1.0,1.0
18,1.0,1.0,1,1.0,1.0,1.0,1.0
19,1.0,1.0,1,1.0,1.0,1.0,1.0
20,1.0,1.0,1,1.0,1.0,1.0,1.0
21,1.0,1.0,1,1.0,1.0,1.0,1.0
22,1.0,1.0,1,1.0,1.0,1.0,1.0
23,1.0,1.0,1,1.0,1.0,1.0,1.0
24,1.0,1.0,1,1.0,1.0,1.0,1.0
25,1.0,1.0,1,1.0,1.0,1.0,1.0
26,1.0,1.0,1,1.0,1.0,1.0,1.0
27,1.0,1.0,1,1.0,1.0,1.0,1.0
28,1.0,1.0,1,1.0,1.0,1.0,1.0
29,1.0,1.0,1,1.0,1.0,1.0,1.0
30,1.0,1.0,1,1.0,1.0,1.0,1.0
31,1.0,1.0,1,1.0,1.0,1.0,1.0
