filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
1,1.3844562266146188,0.9031111111111111,0.9230769230769231,1.0,0.9230769230769229,0.9277263480434594,0.47117552998454354
2,0.7455125309614253,1.0988470191226096,1.0833333333333333,1.0,1.0833333333333335,1.0988470191226098,1.9770940949995202
3,0.9618186471341239,0.9930902111324377,1.0,0.9772727272727273,1.0232558139534882,1.0012975682492347,1.0735006600125312
4,0.9969629830806829,0.9987115062491947,1.0,1.0,1.0,0.9987115062491947,1.004805460824688
5,1.1909963433563322,0.9262030705715392,0.9615384615384616,1.0,0.9615384615384617,0.9420314573668731,0.6529581699791749
6,0.8236660369096256,0.9726981473742861,1.04,0.9767441860465116,1.0647619047619048,1.002237704777151,1.4337577269111508
7,1.0851945635851934,1.0660174710010024,1.0,1.0238095238095237,0.9767441860465116,1.0534125346884906,0.9052095008054194
8,0.8812289125267896,0.8811123052122515,0.8846153846153846,0.9534883720930233,0.9277673545966231,0.9719599093521483,1.1346287692828114
9,0.9768756006759932,1.0172282360115872,1.0,1.024390243902439,0.9761904761904762,0.9998397191566881,1.0659574811177968
10,0.9706536426754422,1.0764388489208634,1.0434782608695652,1.0238095238095237,1.019211324570273,0.984591710147629,1.1425120408199358
11,0.9878923056386829,0.9736842105263158,1.0,0.9767441860465116,1.0238095238095237,1.022377239748762,0.9976975866777938
12,0.975313617399859,0.934934934934935,0.9583333333333334,0.9761904761904762,0.9817073170731708,1.0154993161872223,0.9828626059440684
13,0.9878649053090363,0.9406546344447844,0.9130434782608695,1.0,0.9130434782608695,0.958480659671549,0.9639068918227001
14,0.9713972034869984,1.0076422764227642,1.0952380952380953,0.975609756097561,1.1226190476190474,1.0254766529966184,1.067855976528716
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0
