filename,length,area,inscribedCircle,circumscribedCircle,specificValue,rectangleDegree,circleDegree
1,0.9883037424396359,0.9804646251319957,1,0.9666666666666667,1.0344827586206897,0.9924215108043372,1.0038089168885878
2,0.9797969517999824,0.970113085621971,1,1.0,1.0,0.9977330925727863,1.0105322886434975
3,1.0100063170276152,1.0,1,1.0,1.0,1.0018983188083617,0.9802837870324282
4,0.9886419415596283,1.000277546489037,1,1.0,1.0,0.9827288176032644,1.0233930390571615
5,0.9929140853701643,0.9872364039955605,1,0.9655172413793104,1.0357142857142858,1.0303052615839745,1.0013774752498525
6,1.0092267178578191,1.0106801573917932,1,1.0357142857142858,0.9655172413793103,0.9547001233928649,0.9922846214243902
7,0.9929287475146366,0.9794215795328143,1,1.0,1.0,1.0214345013629584,0.9934213725692421
8,1.018668009053965,1.0360590573537762,1,1.0,1.0,1.009444578276987,0.9984335746594017
9,0.9656442664844124,0.9427240339819128,1,0.9310344827586207,1.074074074074074,1.0316188594080864,1.0109978843736778
10,0.9831425903540443,0.9962209302325581,1,1.0,1.0,1.0207908140857345,1.0306771336929383
11,1.0199350395100064,1.02042602859644,1,1.0740740740740742,0.9310344827586208,0.929651033206517,0.9809265823325563
12,0.9942752882369003,0.9922790963683157,1,0.9655172413793104,1.0357142857142858,1.040128649589494,1.0037384278970871
13,0.9984960669761078,0.9881844380403458,1,1.0,1.0,0.9864495623188038,0.9911634832012924
14,0.9803124629395994,0.9830854476523768,1,0.9642857142857143,1.037037037037037,1.0329105947162875,1.022968402683196
15,1.0,1.0,1,1.0,1.0,1.0,1.0
16,1.0,1.0,1,1.0,1.0,1.0,1.0
17,1.0,1.0,1,1.0,1.0,1.0,1.0
18,1.0,1.0,1,1.0,1.0,1.0,1.0
19,1.0,1.0,1,1.0,1.0,1.0,1.0
20,1.0,1.0,1,1.0,1.0,1.0,1.0
21,1.0,1.0,1,1.0,1.0,1.0,1.0
22,1.0,1.0,1,1.0,1.0,1.0,1.0
23,1.0,1.0,1,1.0,1.0,1.0,1.0
24,1.0,1.0,1,1.0,1.0,1.0,1.0
25,1.0,1.0,1,1.0,1.0,1.0,1.0
26,1.0,1.0,1,1.0,1.0,1.0,1.0
27,1.0,1.0,1,1.0,1.0,1.0,1.0
28,1.0,1.0,1,1.0,1.0,1.0,1.0
29,1.0,1.0,1,1.0,1.0,1.0,1.0
30,1.0,1.0,1,1.0,1.0,1.0,1.0
31,1.0,1.0,1,1.0,1.0,1.0,1.0
